id,mName,GraphicType,sndfile,TransFile,width,mImage,has_special,snd_special,has_trans,Frames0,Frames1,Frames2,Frames3,Frames4,Frames5,Rate0,Rate1,Rate2,Rate3,Rate4,Rate5,mMinDLvl,mMaxDLvl,mLevel,mMinHP,mMaxHP,mAi,mFlags,mInt,mHit,mAFNum,mMinDamage,mMaxDamage,mHit2,mAFNum2,mMinDamage2,mMaxDamage2,mArmorClass,mMonstClass,mMagicRes,mMagicRes2,mSelFlag,mTreasure,mExp
MT_NECRMORB,Necromorb,Monsters\Eye2\Eye2%c.CL2,Monsters\newsfx\Psyco%c%i.WAV,nullptr,140,800,false,false,false,12,13,13,7,21,0,2,1,1,1,1,1,36,39,24,30,40,AI_NECROMORB,0,3,80,8,20,20,0,0,0,0,50,MC_ANIMAL,RESIST_FIRE,IMMUNE_FIRE|RESIST_LIGHTNING,6,0,1100,
MT_SPIDLORD,Spider Lord,Monsters\bSpidr\bSpidr%c.CL2,Monsters\newsfx\SLord%c%i.WAV,nullptr,148,800,true,true,false,12,10,15,6,20,10,2,1,1,1,1,1,36,39,24,80,100,AI_ACID,MFLAG_SEARCH,3,60,8,8,20,75,8,10,10,60,MC_ANIMAL,RESIST_LIGHTNING,RESIST_FIRE|IMMUNE_LIGHTNING,7,0,1250,
MT_LASHWORM,Lashworm,Monsters\Clasp\Clasp%c.CL2,Monsters\newsfx\Lworm%c%i.WAV,nullptr,176,800,false,false,false,10,12,15,6,16,0,1,1,1,1,1,1,36,39,20,30,30,AI_SKELSD,0,3,90,8,12,20,0,0,0,0,50,MC_ANIMAL,0,RESIST_FIRE,3,0,600,
MT_TORCHANT,Torchant,Monsters\AntWorm\Worm%c.CL2,Monsters\newsfx\TchAnt%c%i.WAV,nullptr,192,800,false,false,false,14,12,12,6,20,0,2,1,1,1,1,1,36,39,22,60,80,AI_TORCHANT,0,3,75,8,20,30,0,0,0,0,70,MC_ANIMAL,IMMUNE_FIRE,RESIST_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING,7,0,1250,
MT_HORKDMN,Hork Demon,Monsters\HorkD\HorkD%c.CL2,Monsters\newsfx\HDemon%c%i.WAV,nullptr,138,800,true,true,false,15,8,16,6,16,9,2,1,1,1,1,2,36,37,27,120,160,AI_SKELSD,0,3,60,8,20,35,80,8,0,0,80,MC_DEMON,RESIST_LIGHTNING,RESIST_MAGIC|IMMUNE_LIGHTNING,7,0,2000,
MT_DEFILER,HellBug,Monsters\Hellbug\Hellbg%c.CL2,Monsters\newsfx\Defile%c%i.WAV,nullptr,198,800,true,true,false,8,8,14,6,14,12,1,1,1,1,1,1,38,39,30,240,240,AI_SKELSD,MFLAG_SEARCH,3,110,8,20,30,90,8,50,60,80,MC_DEMON,RESIST_MAGIC|RESIST_FIRE|IMMUNE_LIGHTNING,RESIST_MAGIC|IMMUNE_FIRE|IMMUNE_LIGHTNING,7,0,5000,
MT_GRAVEDIG,Gravedigger,Monsters\Gravdg\Gravdg%c.CL2,Monsters\newsfx\GDiggr%c%i.WAV,nullptr,124,800,true,true,false,24,24,12,6,16,16,2,1,1,1,1,1,40,41,26,120,240,AI_SCAV,MFLAG_CAOPEDOOR,3,80,6,2,12,0,0,0,0,20,MC_UNDEAD,IMMUNE_LIGHTNING|IMMUNE_NULL_40,RESIST_MAGIC|RESIST_FIRE|IMMUNE_LIGHTNING|IMMUNE_NULL_40,3,0,2000,
MT_TOMBRAT,Tomb Rat,Monsters\Rat\Rat%c.CL2,Monsters\newsfx\TmbRat%c%i.WAV,nullptr,104,550,false,false,false,11,8,12,6,20,0,2,1,1,1,1,1,40,43,24,80,120,AI_SKELSD,0,3,120,8,12,25,0,0,0,0,30,MC_ANIMAL,0,RESIST_FIRE|RESIST_LIGHTNING,3,0,1800,
MT_FIREBAT,Firebat,Monsters\Hellbat\Helbat%c.CL2,Monsters\newsfx\HelBat%c%i.WAV,nullptr,96,550,false,false,false,18,16,14,6,18,11,2,1,1,1,1,1,40,43,24,60,80,AI_FIREBAT,0,3,100,8,15,20,0,0,0,0,70,MC_ANIMAL,IMMUNE_FIRE,RESIST_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING,7,0,2400,
MT_SKLWING,Skullwing,Monsters\Demskel\Demskl%c.CL2,Monsters\newsfx\SWing%c%i.WAV,Monsters\Thin\Thinv3.TRN,128,1740,true,false,false,10,8,20,6,24,16,3,1,1,1,1,1,40,43,27,70,70,AI_SKELSD,0,0,75,7,15,20,75,9,15,20,80,MC_UNDEAD,RESIST_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,RESIST_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,7,0,3000,
MT_LICH,Lich,Monsters\Lich\Lich%c.CL2,Monsters\newsfx\Lich%c%i.WAV,nullptr,96,800,false,true,false,12,10,10,7,21,0,2,1,1,1,2,1,40,43,25,80,100,AI_LICH,0,3,100,8,15,20,0,0,0,0,60,MC_UNDEAD,RESIST_LIGHTNING|IMMUNE_NULL_40,RESIST_MAGIC|RESIST_FIRE|IMMUNE_LIGHTNING|IMMUNE_NULL_40,3,0,3000,
MT_CRYPTDMN,Crypt Demon,Monsters\Bubba\Bubba%c.CL2,Monsters\newsfx\Crypt%c%i.WAV,nullptr,154,800,false,true,false,8,18,12,8,21,0,3,1,1,1,1,1,42,45,28,200,240,AI_SKELSD,0,3,100,8,20,40,0,0,0,0,85,MC_DEMON,IMMUNE_MAGIC|RESIST_FIRE|RESIST_LIGHTNING,IMMUNE_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING,3,0,3200,
MT_HELLBAT,Hellbat,Monsters\Hellbat2\bhelbt%c.CL2,Monsters\newsfx\HelBat%c%i.WAV,nullptr,96,550,true,false,false,18,16,14,6,18,11,2,1,1,1,1,1,44,47,29,100,140,AI_TORCHANT,0,3,110,8,30,30,0,0,0,0,80,MC_DEMON,RESIST_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING,RESIST_MAGIC|IMMUNE_FIRE|IMMUNE_LIGHTNING,7,0,3600,
MT_BONEDEMN,Bone Demon,Monsters\Demskel\Demskl%c.CL2,Monsters\newsfx\SWing%c%i.WAV,Monsters\Thin\Thinv3.TRN,128,1740,true,true,false,10,8,20,6,24,16,3,1,1,1,1,1,44,47,30,240,280,AI_BONEDEMON,0,0,100,8,40,50,160,12,50,50,50,MC_UNDEAD,IMMUNE_FIRE|IMMUNE_LIGHTNING|IMMUNE_NULL_40,IMMUNE_FIRE|IMMUNE_LIGHTNING|IMMUNE_NULL_40,7,0,5000,
MT_ARCHLICH,Arch Lich,Monsters\Lich2\Lich2%c.CL2,Monsters\newsfx\Lich%c%i.WAV,nullptr,136,800,false,true,false,12,10,10,7,21,0,2,1,1,1,2,1,44,47,30,180,200,AI_ARCHLICH,0,3,120,8,30,30,0,0,0,0,75,MC_UNDEAD,RESIST_MAGIC|RESIST_FIRE|IMMUNE_LIGHTNING|IMMUNE_NULL_40,IMMUNE_MAGIC|IMMUNE_FIRE|IMMUNE_LIGHTNING|IMMUNE_NULL_40,3,0,4000,
MT_BICLOPS,Biclops,Monsters\Byclps\Byclps%c.CL2,Monsters\newsfx\Biclop%c%i.WAV,nullptr,180,800,false,false,false,10,11,16,6,16,0,2,1,1,1,2,1,44,47,30,200,240,AI_SKELSD,MFLAG_KNOCKBACK|MFLAG_CAOPEDOOR,3,90,8,40,50,0,0,0,0,80,MC_DEMON,RESIST_LIGHTNING,RESIST_FIRE|RESIST_LIGHTNING,3,0,4000,
MT_FLESTHNG,Flesh Thing,Monsters\Flesh\Flesh%c.CL2,Monsters\newsfx\FleshT%c%i.WAV,nullptr,164,800,false,true,false,15,24,15,6,16,0,1,1,1,1,1,1,44,47,28,300,400,AI_SKELSD,0,3,150,8,12,18,0,0,0,0,70,MC_DEMON,RESIST_MAGIC|RESIST_FIRE|RESIST_LIGHTNING,RESIST_MAGIC|RESIST_FIRE|RESIST_LIGHTNING,3,0,4000,
MT_REAPER,Reaper,Monsters\Reaper\Reap%c.CL2,Monsters\newsfx\Reaper%c%i.WAV,nullptr,180,800,false,false,false,12,10,14,6,16,0,2,1,1,1,1,1,44,47,30,260,300,AI_SKELSD,0,3,120,8,30,35,0,0,0,0,90,MC_DEMON,IMMUNE_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING,IMMUNE_MAGIC|IMMUNE_FIRE|IMMUNE_LIGHTNING,3,0,6000,
MT_NAKRUL,Na-Krul,Monsters\Nkr\Nkr%c.CL2,Monsters\newsfx\Nakrul%c%i.WAV,nullptr,226,1200,true,true,false,2,6,16,3,16,16,0,0,0,0,0,0,60,60,40,1332,1332,AI_SKELSD,MFLAG_KNOCKBACK|MFLAG_SEARCH|MFLAG_CAOPEDOOR,3,150,7,40,50,150,10,40,50,125,MC_DEMON,IMMUNE_MAGIC|IMMUNE_FIRE|RESIST_LIGHTNING|IMMUNE_NULL_40,IMMUNE_MAGIC|IMMUNE_FIRE|IMMUNE_LIGHTNING|IMMUNE_NULL_40,7,0,13333,
